item_id,y
0,1.0521231639351998
1,1.0645042065045855
2,1.0521186939536586
3,1.0521186939536586
4,1.0521231639351998
5,1.0521186939536586
6,1.0521186939536586
7,1.0521186939536586
8,1.0521231639351998
9,1.0521186939536586
10,1.0521186939536586
11,1.0521186939536586
12,1.0521186939536586
13,1.0521231639351998
14,1.0521186939536586
15,1.0521186939536586
16,1.0521231639351998
17,1.0521231639351998
18,1.0521186939536586
19,1.0521186939536586
20,1.0521186939536586
21,1.0521231639351998
22,1.0521186939536586
23,1.0521186939536586
24,1.0521186939536586
25,1.0521186939536586
26,1.0644997365230444
27,1.0521186939536586
28,1.0521186939536586
29,1.0521186939536586
30,4.198205713745109
31,10.106559129215775
32,20.416040852945148
33,17.146143441048036
34,1.0521186939536586
35,1.0521231639351998
36,1.0645042065269352
37,1.0645042065269352
38,3.091732803982982
39,1.0521198684521444
40,1.0768852490739713
41,1.0521186939536586
42,1.966856243001959
43,1.0521186939536586
44,1.1016473342462676
45,7.096664257110748
46,1.0521186939536586
47,1.0768807790924302
48,1.0521186939536586
49,4.161056806482473
50,1.0521186939536586
51,4.099154946141256
52,1.0521186939536586
53,6.114001255951947
54,1.0521186939536586
55,1.0521186939536586
56,1.0521186939536586
57,6.089233584385421
58,1.0521186939536586
59,4.062011608057251
60,1.0521186939536586
61,1.0521186939536586
62,11.002511114500045
63,1.0521186939536586
64,1.151172679035619
65,1.0521186939536586
66,1.0521186939536586
67,9.148657814753452
68,1.0521186939536586
69,4.340362675650198
70,6.532524742860062
71,1.089266291643357
72,1.0521186939536586
73,1.0521186939536586
74,1.089261821661816
75,1.0521186939536586
76,1.213076717377851
77,1.621652296669159
78,1.0521186939536586
79,2.69624074352694
80,1.0521231639351998
81,1.0644997365230444
82,1.0521231639351998
84,1.0521186939536586
85,1.0521186939536586
86,1.0521186939536586
87,1.1016428642312017
88,1.0521186939536586
89,1.0521186939536586
90,2.005463441822382
91,1.4359354836303326
92,1.0521186939536586
93,4.649141327347527
94,1.0521186939536586
95,1.0521186939536586
96,1.0521186939536586
97,1.0521186939536586
98,1.0521186939536586
99,1.0645042065343853
100,1.0521186939536586
101,1.0768852490739713
102,1.0644997365230444
103,1.0521186939536586
104,1.0521186939536586
105,1.0521186939536586
106,1.0521186939536586
107,1.0521186939536586
108,1.0521186939536586
109,2.0843091665806854
110,1.0521186939536586
111,1.0521231639649995
112,1.0644997365230444
113,2.1090709476495375
114,1.0521186939536586
115,1.0521186939536586
116,1.0521186939536586
117,1.0521198684521444
118,1.0521186939536586
119,1.0521186939536586
120,1.0521186939536586
121,1.0521186939536586
122,1.0521186939536586
123,1.0521186939536586
124,1.0521186939536586
125,1.0521186939536586
126,1.0521186939536586
127,1.0521186939536586
128,1.0521186939536586
129,1.0521186939536586
130,1.0521186939536586
131,1.0521186939536586
132,1.0521186939536586
133,1.0521186939536586
134,1.0521186939536586
135,1.0521186939536586
136,1.0521186939536586
137,1.0521186939536586
141,1.0521186939536586
142,1.4827082562039826
143,1.0521198684521444
144,1.0521186939536586
145,1.0521186939536586
148,1.0521198684521444
149,2.084308011072736
150,1.0521186939536586
151,1.0521186939536586
152,1.0521186939536586
153,1.1387916364491857
154,2.0843098852978903
155,1.0768864236110653
156,3.0793518077347093
157,1.0521198684521444
158,1.0521186939536586
160,1.0521186939536586
161,1.0521198684521444
162,1.0521198684521444
163,1.0521186939536586
164,1.0521186939536586
165,1.0521186939536586
166,1.0521231639687245
167,1.4827082562039826
169,1.0521231639351998
170,1.0521186939536586
171,1.0521186939536586
172,1.0521186939536586
175,1.0521186939536586
176,1.0521186939536586
177,1.0521231639351998
178,1.0644997365230444
179,1.0521186939536586
180,1.0521186939536586
191,1.0521186939536586
195,1.0521198684521444
196,1.0521186939536586
197,1.076885249096321
198,1.0521186939536586
199,1.0768807790924302
200,1.0521186939536586
202,1.1387916364579944
203,1.0521186939536586
205,4.340359856837859
206,1.0521186939536586
207,1.4827082562039826
209,1.0521186939536586
210,1.0521186939536586
211,1.4827082562039826
212,1.4827082562039826
213,6.076858825749208
214,1.4827082562039826
215,1.0521186939536586
216,1.4827082562039826
217,1.4827082562039826
218,1.0521186939536586
219,1.0521198684521444
220,1.0521186939536586
221,1.0521186939536586
222,1.0521186939536586
223,1.0521186939536586
224,1.0521186939536586
225,2.1481998645846305
226,1.1016485087335783
227,1.0521186939536586
228,2.832065151768825
230,1.0521231639351998
231,1.4827082562039826
232,1.0521186939536586
233,1.0521186939536586
234,2.6962398626479374
235,1.0521186939536586
236,1.0521186939536586
239,1.4827082562039826
240,1.4827082562039826
241,1.4827082562039826
242,1.0521186939536586
243,1.0521186939536586
244,1.0521186939536586
246,1.0521186939536586
247,1.0521186939536586
248,2.69624074352694
250,1.0521186939536586
251,1.0521186939536586
252,1.0521198684521444
253,1.064505381025421
255,1.0521186939536586
256,1.0521186939536586
257,1.0892674661641926
258,1.1016485087469008
259,3.0545891353422907
260,1.0521186939536586
261,1.0521186939536586
262,1.0521231639351998
263,1.0521186939536586
264,1.0521186939536586
265,1.0521186939536586
266,1.0521186939536586
267,1.0521186939536586
268,1.0521186939536586
269,1.6125403218385306
270,1.0521186939536586
271,1.0521186939536586
272,1.0521186939536586
273,1.0521186939536586
274,1.0521186939536586
275,1.0521186939536586
276,1.0521231639649995
277,1.0521186939536586
278,1.0521186939536586
279,1.0521186939536586
280,1.0521186939536586
281,1.0521186939536586
282,1.0521231639351998
283,1.4827082562039826
284,1.6001592792691448
285,1.0521186939536586
286,1.0521186939536586
287,1.0521186939536586
288,1.4827082562039826
289,1.0521186939536586
290,1.0521186939536586
291,1.0521186939536586
292,1.0645042065269352
293,1.0892662916731568
294,1.0892674661716426
295,1.929714456305697
296,1.6001592792691448
297,1.0768807790924302
298,1.0645053810030711
299,2.047164138358964
300,1.0521186939536586
301,1.4827082562039826
303,1.0521186939536586
304,1.0521186939536586
305,1.0521186939536586
306,1.0521186939536586
307,1.0521186939536586
308,2.133833815792519
309,1.0521186939536586
310,1.0521186939536586
311,1.0521186939536586
312,1.0521186939536586
313,4.086774727450676
314,1.4827082562039826
316,1.0521186939536586
317,1.0521186939536586
318,1.0521186939536586
319,1.0521186939536586
320,1.0521231639351998
321,1.0521186939536586
322,2.148198690086145
323,1.0521198684599744
324,2.148198690086145
325,6.076856031987696
326,1.0521186939536586
327,1.0521186939536586
328,1.0521186939536586
329,1.0521186939536586
330,1.0644997365230444
331,1.0521186939536586
332,1.0521186939536586
333,1.0521186939536586
334,1.4950892987733684
335,1.0521186939536586
336,1.0521186939536586
337,1.0521186939536586
338,1.0521186939536586
339,1.0521186939536586
340,1.0521186939536586
341,1.0521186939536586
342,1.0521186939536586
